"id","fqdn/ip","port","severity","finding","cve","cwe"
"cert","www.tpee.urssaf.fr/193.178.136.212","443","INFO","-----BEGIN CERTIFICATE-----\nMIIGrTCCBZWgAwIBAgIQCx+UF27Na3zmrhX0RxsHJzANBgkqhkiG9w0BAQsFADBgMQswCQYDVQQGEwJVUzEVMBMGA1UEChMMRGlnaUNlcnQgSW5jMRkwFwYDVQQLExB3d3cuZGlnaWNlcnQuY29tMR8wHQYDVQQDExZHZW9UcnVzdCBUTFMgUlNBIENBIEcxMB4XDTI2MDYwNDAwMDAwMFoXDTI2MTIxOTIzNTk1OVowgZYxCzAJBgNVBAYTAkZSMRcwFQYDVQQIDA7DjmxlLWRlLUZyYW5jZTESMBAGA1UEBxMJTW9udHJldWlsMT0wOwYDVQQKDDRBZ2VuY2UgQ2VudHJhbGUgRGVzIE9yZ2FuaXNtZXMgRGUgU8OpY3VyaXTDqSBTb2NpYWxlMRswGQYDVQQDExJ3d3cudHBlZS51cnNzYWYuZnIwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQCxBfYHBp7I6AuB/hhuxvZyQ1Io/SXpQUExg/et8rDmP3YVrgsCr7gQ2FvRMOnRO92m7Ttqvip39Xtaur6lIyKFM/pggbulqlyTig4aPv3FS7UEokt9vqyY0sRbVdASTpdI13Vco7emBWjYofdgaC2tB8OLAIJtu2W4VoKLZ7MgHd2PfqPsQrcDriG5FakV3WijX8mJliHHUaUEPUDY4C1RHgynYCAjmpJU7thSj1AOeI9qT8X6xvHWeaDC08JVi2QhTgJnw2JxL1ZzO4071GGPn8yuS1fnkNpS5mVnj1WHDMBATC+4JtYQFaOkNV2SSOC1i5uQnsO2M6T+8h/sevYRAgMBAAGjggMqMIIDJjAfBgNVHSMEGDAWgBSUT9Rdi+Sk4qaA/v3Y+QDvo74CVzAdBgNVHQ4EFgQUCQn2YkgoTNGZrI2HyY7pnn67P7UwLQYDVR0RBCYwJIISd3d3LnRwZWUudXJzc2FmLmZygg50cGVlLnVyc3NhZi5mcjA+BgNVHSAENzA1MDMGBmeBDAECAjApMCcGCCsGAQUFBwIBFhtodHRwOi8vd3d3LmRpZ2ljZXJ0LmNvbS9DUFMwDgYDVR0PAQH/BAQDAgWgMB0GA1UdJQQWMBQGCCsGAQUFBwMBBggrBgEFBQcDAjA/BgNVHR8EODA2MDSgMqAwhi5odHRwOi8vY2RwLmdlb3RydXN0LmNvbS9HZW9UcnVzdFRMU1JTQUNBRzEuY3JsMHYGCCsGAQUFBwEBBGowaDAmBggrBgEFBQcwAYYaaHR0cDovL3N0YXR1cy5nZW90cnVzdC5jb20wPgYIKwYBBQUHMAKGMmh0dHA6Ly9jYWNlcnRzLmdlb3RydXN0LmNvbS9HZW9UcnVzdFRMU1JTQUNBRzEuY3J0MAwGA1UdEwEB/wQCMAAwggF9BgorBgEEAdZ5AgQCBIIBbQSCAWkBZwB1AMIxfldFGaNF7n843rKQQevHwiFaIr9/1bWtdprZDlLNAAABnpLu3kUAAAQDAEYwRAIgYqoazN4TGVR7NC8praSbMphHP5D3LwDTp2zUBU5pT4sCICYEckUlUjSt7Zji7RhW/xHD7mSGV44Xk438wJWwCOnuAHcA1219ENGn9XfCx+lf1wC/+YLJM1pl4dCzAXMXwMjFaXcAAAGeku7eOAAABAMASDBGAiEAnbiDW/j3SgBeeUFpMX4qXTlHCc3OebXly4YtwEKvcTYCIQD3Oe481eR+5+nsvZCY8qZyREHCxRMgNkFMzPgSKSnZgQB1AJROQ4f67MHvgfMZJCaoGGUBx9NfOAIBP3JnfVU3LhnYAAABnpLu3lcAAAQDAEYwRAIgOBntf8+meXgDfi4JM7CzpR7Y6t8byQSE28F6gsQpsfcCIFTgItpWPjOKtXNwfOJ1lajy3RBo1YqpqfryJOqv4GC6MA0GCSqGSIb3DQEBCwUAA4IBAQCmN9oD+8hOEn2pYjk5vcoVyWzBla2pOMffKNQU3LSL5j23VbuCf0MMk2sHV4Ow7Rsck1iixmJjGavZQMJy25mJGTEBRYLpsmrOGtUWDDPIbji+NwtKvjM8qiPV8mzPI1+b04HiX1HpP/t1ebG3Nk9mQ7LuxjiW6AX4rb74ekUCLctR5WuoVSU1ME4EP5lCQmqPSE7i3yToerwMEnOlHx7aHJ0s4rLDBdRrDRTsHCxmPj3Rg351RqBuMATgCgzfwtMr+MqHBhZxvYqzhW9rTBxEGUNyoY7bl6UV3Sg4J218n/Ni+BG0XEoGl4HNqIfDuB6U5DKQJakALKrKHAFJTxRo\n-----END CERTIFICATE-----","",""
"cert_commonName","www.tpee.urssaf.fr/193.178.136.212","443","OK","www.tpee.urssaf.fr","",""
"cert_commonName_wo_SNI","www.tpee.urssaf.fr/193.178.136.212","443","INFO","www.tpee.urssaf.fr","",""
"cert_subjectAltName","www.tpee.urssaf.fr/193.178.136.212","443","INFO","www.tpee.urssaf.fr tpee.urssaf.fr","",""
"cert_trust","www.tpee.urssaf.fr/193.178.136.212","443","OK","Ok via SAN and CN (same w/o SNI)","",""
"cert_chain_of_trust","www.tpee.urssaf.fr/193.178.136.212","443","OK","passed.","",""
"cert_certificatePolicies_EV","www.tpee.urssaf.fr/193.178.136.212","443","INFO","no","",""
"cert_expirationStatus","www.tpee.urssaf.fr/193.178.136.212","443","OK","153 >= 60 days","",""
"cert_notBefore","www.tpee.urssaf.fr/193.178.136.212","443","INFO","2026-06-04 00:00","",""
"cert_notAfter","www.tpee.urssaf.fr/193.178.136.212","443","OK","2026-12-19 23:59","",""
"cert_extlifeSpan","www.tpee.urssaf.fr/193.178.136.212","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS","www.tpee.urssaf.fr/193.178.136.212","443","INFO","not present","",""
"cert_crlDistributionPoints","www.tpee.urssaf.fr/193.178.136.212","443","INFO","http://cdp.geotrust.com/GeoTrustTLSRSACAG1.crl","",""
"cert_ocspURL","www.tpee.urssaf.fr/193.178.136.212","443","INFO","http://status.geotrust.com","",""
"OCSP_stapling","www.tpee.urssaf.fr/193.178.136.212","443","LOW","not offered","",""
"cert_mustStapleExtension","www.tpee.urssaf.fr/193.178.136.212","443","INFO","--","",""
"DNS_CAArecord","www.tpee.urssaf.fr/193.178.136.212","443","OK","iodef=mailto:hostmaster@acoss.fr, issue=certigna.fr, issue=digicert.com","",""
"certificate_transparency","www.tpee.urssaf.fr/193.178.136.212","443","OK","yes (certificate extension)","",""
"certs_countServer","www.tpee.urssaf.fr/193.178.136.212","443","INFO","2","",""
"certs_list_ordering_problem","www.tpee.urssaf.fr/193.178.136.212","443","INFO","no","",""
"cert_caIssuers","www.tpee.urssaf.fr/193.178.136.212","443","INFO","GeoTrust TLS RSA CA G1 (DigiCert Inc from US)","",""
"intermediate_cert <#1>","www.tpee.urssaf.fr/193.178.136.212","443","INFO","-----BEGIN CERTIFICATE-----\nMIIEjTCCA3WgAwIBAgIQDQd4KhM/xvmlcpbhMf/ReTANBgkqhkiG9w0BAQsFADBhMQswCQYDVQQGEwJVUzEVMBMGA1UEChMMRGlnaUNlcnQgSW5jMRkwFwYDVQQLExB3d3cuZGlnaWNlcnQuY29tMSAwHgYDVQQDExdEaWdpQ2VydCBHbG9iYWwgUm9vdCBHMjAeFw0xNzExMDIxMjIzMzdaFw0yNzExMDIxMjIzMzdaMGAxCzAJBgNVBAYTAlVTMRUwEwYDVQQKEwxEaWdpQ2VydCBJbmMxGTAXBgNVBAsTEHd3dy5kaWdpY2VydC5jb20xHzAdBgNVBAMTFkdlb1RydXN0IFRMUyBSU0EgQ0EgRzEwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQC+F+jsvikKy/65LWEx/TMkCDIuWegh1Ngwvm4QyISgP7oU5d79eoySG3vOhC3w/3jEMuipoH1fBtp7m0tTpsYbAhch4XA7rfuD6whUgajeErLVxoiWMPkC/DnUvbgi74BJmdBiuGHQSd7LwsuXpTEGG9fYXcbTVN5SATYqDfbexbYxTMwVJWoVb6lrBEgM3gBBqiiAiy800xu1Nq07JdCIQkBsNpFtZbIZhsDSfzlGWP4wEmBQ3O67c+ZXkFr2DcrXBEtHam80Gp2SNhou2U5U7UesDL/xgLK6/0d76TnEVMSUVJkZ8VeZr+IUIlvoLrtjLbqugb0T3OYXW+CQU0kBAgMBAAGjggFAMIIBPDAdBgNVHQ4EFgQUlE/UXYvkpOKmgP792PkA76O+AlcwHwYDVR0jBBgwFoAUTiJUIBiV5uNu5g/6+rkS7QYXjzkwDgYDVR0PAQH/BAQDAgGGMB0GA1UdJQQWMBQGCCsGAQUFBwMBBggrBgEFBQcDAjASBgNVHRMBAf8ECDAGAQH/AgEAMDQGCCsGAQUFBwEBBCgwJjAkBggrBgEFBQcwAYYYaHR0cDovL29jc3AuZGlnaWNlcnQuY29tMEIGA1UdHwQ7MDkwN6A1oDOGMWh0dHA6Ly9jcmwzLmRpZ2ljZXJ0LmNvbS9EaWdpQ2VydEdsb2JhbFJvb3RHMi5jcmwwPQYDVR0gBDYwNDAyBgRVHSAAMCowKAYIKwYBBQUHAgEWHGh0dHBzOi8vd3d3LmRpZ2ljZXJ0LmNvbS9DUFMwDQYJKoZIhvcNAQELBQADggEBAIIcBDqC6cWpyGUSXAjjAcYwsK4iiGF7KweG97i1RJz1kwZhRoo6orU1JtBYnjzBc4+/sXmnHJk3mlPyL1xuIAt9sMeC7+vreRIF5wFBC0MCN5sbHwhNN1JzKbifNeP5ozpZdQFmkCo+neBiKR6HqIA+LMTMCMMuv2khGGuPHmtDze4GmEGZtYLyF8EQpa5YjPuV6k2Cr/N3XxFpT3hRpt/3usU/Zb9wfKPtWpoznZ4/44c1p9rzFcZYrWkj3A+7TNBJE0GmP2fhXhP1D/XVfIW/h0yCJGEiV9Glm/uGOa3DXHlmbAcxSyCRraG+ZBkA7h4SeM6Y8l/7MBRpPCz6l8Y=\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#1>","www.tpee.urssaf.fr/193.178.136.212","443","INFO","C06E307F7CFC1D32FA72A4C033C87B90019AF216F0775D64978A2ECA6C8A230E","",""
"intermediate_cert_notBefore <#1>","www.tpee.urssaf.fr/193.178.136.212","443","INFO","2017-11-02 12:23","",""
"intermediate_cert_notAfter <#1>","www.tpee.urssaf.fr/193.178.136.212","443","OK","2027-11-02 12:23","",""
"intermediate_cert_expiration <#1>","www.tpee.urssaf.fr/193.178.136.212","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#1>","www.tpee.urssaf.fr/193.178.136.212","443","INFO","GeoTrust TLS RSA CA G1 <-- DigiCert Global Root G2","",""
"intermediate_cert_badOCSP","www.tpee.urssaf.fr/193.178.136.212","443","OK","intermediate certificate(s) is/are ok","",""
"heartbleed","www.tpee.urssaf.fr/193.178.136.212","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","www.tpee.urssaf.fr/193.178.136.212","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","www.tpee.urssaf.fr/193.178.136.212","443","INFO","not applicable, not HTTP","CVE-2016-9244","CWE-200"
"ROBOT","www.tpee.urssaf.fr/193.178.136.212","443","OK","not vulnerable, no RSA key transport cipher","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","www.tpee.urssaf.fr/193.178.136.212","443","OK","supported","","CWE-310"
"secure_client_renego","www.tpee.urssaf.fr/193.178.136.212","443","MEDIUM","VULNERABLE, potential DoS threat","CVE-2011-1473","CWE-310"
"CRIME_TLS","www.tpee.urssaf.fr/193.178.136.212","443","OK","not vulnerable (not using HTTP anyway)","CVE-2012-4929","CWE-310"
"POODLE_SSL","www.tpee.urssaf.fr/193.178.136.212","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","www.tpee.urssaf.fr/193.178.136.212","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","www.tpee.urssaf.fr/193.178.136.212","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","www.tpee.urssaf.fr/193.178.136.212","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","www.tpee.urssaf.fr/193.178.136.212","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","www.tpee.urssaf.fr/193.178.136.212","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://search.censys.io/search?resource=hosts&virtual_hosts=INCLUDE&q=4432AE764349CB9E22FABEA627579E2C611732FF03FBAC237F1EC392F39A31D5","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","www.tpee.urssaf.fr/193.178.136.212","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","www.tpee.urssaf.fr/193.178.136.212","443","OK","no DH key with <= TLS 1.2","CVE-2015-4000","CWE-310"
"BEAST","www.tpee.urssaf.fr/193.178.136.212","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","www.tpee.urssaf.fr/193.178.136.212","443","LOW","potentially vulnerable, uses obsolete TLS CBC ciphers","CVE-2013-0169","CWE-310"
"winshock","www.tpee.urssaf.fr/193.178.136.212","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","www.tpee.urssaf.fr/193.178.136.212","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_70","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_81","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_90","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_X","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_11_12","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_13_14","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_15","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_101_win10","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chromium_137_win11","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_100_win10","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_137_win11","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-ie_8_win7","www.tpee.urssaf.fr/193.178.136.212","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_win81","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_winphone81","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_win10","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_15_win10","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_101_win10_21h2","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-edge_133_win11_23h2","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_184_ios_184","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_154_osx_1231","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_184_osx_154","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_7u25","www.tpee.urssaf.fr/193.178.136.212","443","INFO","No connection","",""
"clientsimulation-java_80442","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_1102","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_1703","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_2106","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-go_1178","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-libressl_336","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-openssl_102e","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_111d","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-openssl_315","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-openssl_350","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-apple_mail_16_0","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-thunderbird_91_9","www.tpee.urssaf.fr/193.178.136.212","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"rating_spec","www.tpee.urssaf.fr/193.178.136.212","443","INFO","SSL Labs's 'SSL Server Rating Guide' (version 2009r from 2025-05-16)","",""
"rating_doc","www.tpee.urssaf.fr/193.178.136.212","443","INFO","https://github.com/ssllabs/research/wiki/SSL-Server-Rating-Guide","",""
"protocol_support_score","www.tpee.urssaf.fr/193.178.136.212","443","INFO","100","",""
"protocol_support_score_weighted","www.tpee.urssaf.fr/193.178.136.212","443","INFO","30","",""
"key_exchange_score","www.tpee.urssaf.fr/193.178.136.212","443","INFO","90","",""
"key_exchange_score_weighted","www.tpee.urssaf.fr/193.178.136.212","443","INFO","27","",""
"cipher_strength_score","www.tpee.urssaf.fr/193.178.136.212","443","INFO","60","",""
"cipher_strength_score_weighted","www.tpee.urssaf.fr/193.178.136.212","443","INFO","24","",""
"final_score","www.tpee.urssaf.fr/193.178.136.212","443","INFO","81","",""
"overall_grade","www.tpee.urssaf.fr/193.178.136.212","443","OK","A+","",""
