"id","fqdn/ip","port","severity","finding","cve","cwe"
"cert","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","-----BEGIN CERTIFICATE-----\nMIIGzjCCBbagAwIBAgIQAVuDFilo/LE1am+Ndpo8TDANBgkqhkiG9w0BAQsFADBgMQswCQYDVQQGEwJVUzEVMBMGA1UEChMMRGlnaUNlcnQgSW5jMRkwFwYDVQQLExB3d3cuZGlnaWNlcnQuY29tMR8wHQYDVQQDExZHZW9UcnVzdCBUTFMgUlNBIENBIEcxMB4XDTI1MDQwMzAwMDAwMFoXDTI2MDQwMjIzNTk1OVowgaAxCzAJBgNVBAYTAkZSMRcwFQYDVQQIDA7DjmxlLWRlLUZyYW5jZTESMBAGA1UEBxMJTW9udHJldWlsMT0wOwYDVQQKDDRBZ2VuY2UgQ2VudHJhbGUgRGVzIE9yZ2FuaXNtZXMgRGUgU8OpY3VyaXTDqSBTb2NpYWxlMSUwIwYDVQQDDBwqLmF1dG9lbnRyZXByZW5ldXIudXJzc2FmLmZyMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAvEckmhbHRHkTw2UdA/Ckzogq89W8stMdXgM9ZxC7qhNmKKBWDLfXn0YIh4gLixxskXvU4R4ECxPEHxUs8MbgkyxZbSUAEoY8JTBc8IqYPsISkRwOzy80J5PcUT2i7XoGl8cN9QS/IYvQxTGlKusezVbh/9HaTcvy/buocKoOJORe+YmGELf/0NCBGokAEzH83esfGNj/CW08s8YBMEc3LV09VmXZKa7ta6pKB2+bRKIACTqkGdv2XYGbMea70Ed9pzFYyX+ItPRvg9edCrSEqC9OiNYfq5+9AqVY1jDshVkdcKXDEJUUZ82cynX6mi2Fz7A3pXYzcxSjVJODCX+o8QIDAQABo4IDQTCCAz0wHwYDVR0jBBgwFoAUlE/UXYvkpOKmgP792PkA76O+AlcwHQYDVR0OBBYEFKCXduKuNLDKO8o0e3HLH6JEV+jRMEMGA1UdEQQ8MDqCHCouYXV0b2VudHJlcHJlbmV1ci51cnNzYWYuZnKCGmF1dG9lbnRyZXByZW5ldXIudXJzc2FmLmZyMD4GA1UdIAQ3MDUwMwYGZ4EMAQICMCkwJwYIKwYBBQUHAgEWG2h0dHA6Ly93d3cuZGlnaWNlcnQuY29tL0NQUzAOBgNVHQ8BAf8EBAMCBaAwHQYDVR0lBBYwFAYIKwYBBQUHAwEGCCsGAQUFBwMCMD8GA1UdHwQ4MDYwNKAyoDCGLmh0dHA6Ly9jZHAuZ2VvdHJ1c3QuY29tL0dlb1RydXN0VExTUlNBQ0FHMS5jcmwwdgYIKwYBBQUHAQEEajBoMCYGCCsGAQUFBzABhhpodHRwOi8vc3RhdHVzLmdlb3RydXN0LmNvbTA+BggrBgEFBQcwAoYyaHR0cDovL2NhY2VydHMuZ2VvdHJ1c3QuY29tL0dlb1RydXN0VExTUlNBQ0FHMS5jcnQwDAYDVR0TAQH/BAIwADCCAX4GCisGAQQB1nkCBAIEggFuBIIBagFoAHYAlpdkv1VYl633Q4doNwhCd+nwOtX2pPM2bkakPw/KqcYAAAGV+9iV5gAABAMARzBFAiEAsMSD2m2Hq7zy4Re4ykr55C+j0jA74YW9fGsHPmN4KYYCIGrZqfz8/wX5Mbs64tdUYW1I02lTJ7iHZStg/sTtNQPHAHUAZBHEbKQS7KeJHKICLgC8q08oB9QeNSer6v7VA8l9zfAAAAGV+9iV1gAABAMARjBEAiAT5Qm1zu5pwBtM0MFA59PJelXI1Pv5xz+Dh7H6VvthLwIgbG34WuwCQ7S3nI136HRUumkFwZASczyECpZVz5VDlAYAdwBJnJtp3h187Pw23s2HZKa4W68Kh4AZ0VVS++nrKd34wwAAAZX72JXpAAAEAwBIMEYCIQDDAjzpQxhVvlVl1FKHXNUz6YdCMltPaBZqfAqEJFEKgAIhAKQhv7W1nfyvYUuGGy4xyfbDsUvqbU54a0e19E2aP9yOMA0GCSqGSIb3DQEBCwUAA4IBAQAyfOvKwIaO+Iwaz4SAR32tS8jjuDoeGx/hssIMnR07+CHGLL32IJ6e4urIS1fPckMcO1m0Djo6qYOvkyJa0SCaMd+y10GmKthIQs97pboOu1mV2llCxnQotVRnNvv1bgiO8FqEoSe1TD/SPWYhcjWkRJAOae/7CkgXjdEvdmcgwSeFhEeJXA9u2V+LO83oXiBrD/4MRkkCrN+marQaSALw96c+a2yvBok2mMoSe9Q7J8pqXIZQw+Y7OwgfsIYEi0mYXjNpFeOVNIoZILULXn8jkB5UPcxRuKUYHRlszp4OwFAEL2RJ2v2WPuV/DtqLOmx0vCm6EqQeRWt/laJFqc0L\n-----END CERTIFICATE-----","",""
"cert_commonName","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","*.autoentrepreneur.urssaf.fr","",""
"cert_commonName_wo_SNI","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","*.autoentrepreneur.urssaf.fr","",""
"cert_subjectAltName","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","*.autoentrepreneur.urssaf.fr autoentrepreneur.urssaf.fr","",""
"cert_trust","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","Ok via SAN (same w/o SNI)","",""
"cert_trust_wildcard","autoentrepreneur.urssaf.fr/193.178.136.237","443","LOW","trust is via wildcard","",""
"cert_chain_of_trust","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","passed.","",""
"cert_certificatePolicies_EV","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","no","",""
"cert_expirationStatus","autoentrepreneur.urssaf.fr/193.178.136.237","443","HIGH","expires < 30 days (4)","",""
"cert_notBefore","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","2025-04-03 00:00","",""
"cert_notAfter","autoentrepreneur.urssaf.fr/193.178.136.237","443","HIGH","2026-04-02 23:59","",""
"cert_extlifeSpan","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","not present","",""
"cert_crlDistributionPoints","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","http://cdp.geotrust.com/GeoTrustTLSRSACAG1.crl","",""
"cert_ocspURL","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","http://status.geotrust.com","",""
"OCSP_stapling","autoentrepreneur.urssaf.fr/193.178.136.237","443","LOW","not offered","",""
"cert_mustStapleExtension","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","--","",""
"DNS_CAArecord","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","iodef=mailto:hostmaster@acoss.fr, issue=certigna.fr, issue=digicert.com","",""
"certificate_transparency","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","yes (certificate extension)","",""
"certs_countServer","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","3","",""
"certs_list_ordering_problem","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","no","",""
"cert_caIssuers","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","GeoTrust TLS RSA CA G1 (DigiCert Inc from US)","",""
"intermediate_cert <#1>","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","-----BEGIN CERTIFICATE-----\nMIIEjTCCA3WgAwIBAgIQDQd4KhM/xvmlcpbhMf/ReTANBgkqhkiG9w0BAQsFADBhMQswCQYDVQQGEwJVUzEVMBMGA1UEChMMRGlnaUNlcnQgSW5jMRkwFwYDVQQLExB3d3cuZGlnaWNlcnQuY29tMSAwHgYDVQQDExdEaWdpQ2VydCBHbG9iYWwgUm9vdCBHMjAeFw0xNzExMDIxMjIzMzdaFw0yNzExMDIxMjIzMzdaMGAxCzAJBgNVBAYTAlVTMRUwEwYDVQQKEwxEaWdpQ2VydCBJbmMxGTAXBgNVBAsTEHd3dy5kaWdpY2VydC5jb20xHzAdBgNVBAMTFkdlb1RydXN0IFRMUyBSU0EgQ0EgRzEwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQC+F+jsvikKy/65LWEx/TMkCDIuWegh1Ngwvm4QyISgP7oU5d79eoySG3vOhC3w/3jEMuipoH1fBtp7m0tTpsYbAhch4XA7rfuD6whUgajeErLVxoiWMPkC/DnUvbgi74BJmdBiuGHQSd7LwsuXpTEGG9fYXcbTVN5SATYqDfbexbYxTMwVJWoVb6lrBEgM3gBBqiiAiy800xu1Nq07JdCIQkBsNpFtZbIZhsDSfzlGWP4wEmBQ3O67c+ZXkFr2DcrXBEtHam80Gp2SNhou2U5U7UesDL/xgLK6/0d76TnEVMSUVJkZ8VeZr+IUIlvoLrtjLbqugb0T3OYXW+CQU0kBAgMBAAGjggFAMIIBPDAdBgNVHQ4EFgQUlE/UXYvkpOKmgP792PkA76O+AlcwHwYDVR0jBBgwFoAUTiJUIBiV5uNu5g/6+rkS7QYXjzkwDgYDVR0PAQH/BAQDAgGGMB0GA1UdJQQWMBQGCCsGAQUFBwMBBggrBgEFBQcDAjASBgNVHRMBAf8ECDAGAQH/AgEAMDQGCCsGAQUFBwEBBCgwJjAkBggrBgEFBQcwAYYYaHR0cDovL29jc3AuZGlnaWNlcnQuY29tMEIGA1UdHwQ7MDkwN6A1oDOGMWh0dHA6Ly9jcmwzLmRpZ2ljZXJ0LmNvbS9EaWdpQ2VydEdsb2JhbFJvb3RHMi5jcmwwPQYDVR0gBDYwNDAyBgRVHSAAMCowKAYIKwYBBQUHAgEWHGh0dHBzOi8vd3d3LmRpZ2ljZXJ0LmNvbS9DUFMwDQYJKoZIhvcNAQELBQADggEBAIIcBDqC6cWpyGUSXAjjAcYwsK4iiGF7KweG97i1RJz1kwZhRoo6orU1JtBYnjzBc4+/sXmnHJk3mlPyL1xuIAt9sMeC7+vreRIF5wFBC0MCN5sbHwhNN1JzKbifNeP5ozpZdQFmkCo+neBiKR6HqIA+LMTMCMMuv2khGGuPHmtDze4GmEGZtYLyF8EQpa5YjPuV6k2Cr/N3XxFpT3hRpt/3usU/Zb9wfKPtWpoznZ4/44c1p9rzFcZYrWkj3A+7TNBJE0GmP2fhXhP1D/XVfIW/h0yCJGEiV9Glm/uGOa3DXHlmbAcxSyCRraG+ZBkA7h4SeM6Y8l/7MBRpPCz6l8Y=\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#1>","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","C06E307F7CFC1D32FA72A4C033C87B90019AF216F0775D64978A2ECA6C8A230E","",""
"intermediate_cert_notBefore <#1>","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","2017-11-02 12:23","",""
"intermediate_cert_notAfter <#1>","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","2027-11-02 12:23","",""
"intermediate_cert_expiration <#1>","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#1>","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","GeoTrust TLS RSA CA G1 <-- DigiCert Global Root G2","",""
"intermediate_cert <#2>","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","-----BEGIN CERTIFICATE-----\nMIIDjjCCAnagAwIBAgIQAzrx5qcRqaC7KGSxHQn65TANBgkqhkiG9w0BAQsFADBhMQswCQYDVQQGEwJVUzEVMBMGA1UEChMMRGlnaUNlcnQgSW5jMRkwFwYDVQQLExB3d3cuZGlnaWNlcnQuY29tMSAwHgYDVQQDExdEaWdpQ2VydCBHbG9iYWwgUm9vdCBHMjAeFw0xMzA4MDExMjAwMDBaFw0zODAxMTUxMjAwMDBaMGExCzAJBgNVBAYTAlVTMRUwEwYDVQQKEwxEaWdpQ2VydCBJbmMxGTAXBgNVBAsTEHd3dy5kaWdpY2VydC5jb20xIDAeBgNVBAMTF0RpZ2lDZXJ0IEdsb2JhbCBSb290IEcyMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAuzfNNNx7a8myaJCtSnX/RrohCgiN9RlUyfuI2/Ou8jqJkTx65qsGGmvPrC3oXgkkRLpimn7Wo6h+4FR1IAWsULecYxpsMNzaHxmx1x7e/dfgy5SDN67sH0NO3Xss0r0upS/kqbitOtSZpLYl6ZtrAGCSYP9PIUkY92eQq2EGnI/yuum06ZIya7XzV+hdG82MHauVBJVJ8zUtluNJbd134/tJS7SsVQepj5WztCO7TG1F8PapspUwtP1MVYwnSlcUfIKdzXOS0xZKBgyMUNGPHgm+F6HmIcr9g+UQvIOlCsRnKPZzFBQ9RnbDhxSJITRNrw9FDKZJobq7nMWxM4MphQIDAQABo0IwQDAPBgNVHRMBAf8EBTADAQH/MA4GA1UdDwEB/wQEAwIBhjAdBgNVHQ4EFgQUTiJUIBiV5uNu5g/6+rkS7QYXjzkwDQYJKoZIhvcNAQELBQADggEBAGBnKJRvDkhj6zHd6mcY1Yl9PMWLSn/pvtsrF9+wX3N3KjITOYFnQoQj8kVnNeyIv/iPsGEMNKSuIEyExtv4NeF22d+mQrvHRAiGfzZ0JFrabA0UWTW98kndth/Jsw1HKj2ZL7tcu7XUIOGZX1NGFdtom/DzMNU+MeKNhJ7jitralj41E6Vf8PlwUHBHQRFXGU7Aj64GxJUTFy8bJZ918rGOmaFvE7FBcf6IKshPECBV1/MUReXgRPTqh5Uykw7+U0b6LJ3/iyK5S9kJRaTepLiaWN0bfVKfjllDiIGknibVb63dDcY3fe0Dkhvld1927jyNxF1WW6LZZm6zNTflMrY=\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#2>","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","CB3CCBB76031E5E0138F8DD39A23F9DE47FFC35E43C1144CEA27D46A5AB1CB5F","",""
"intermediate_cert_notBefore <#2>","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","2013-08-01 12:00","",""
"intermediate_cert_notAfter <#2>","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","2038-01-15 12:00","",""
"intermediate_cert_expiration <#2>","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#2>","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","DigiCert Global Root G2 <-- DigiCert Global Root G2","",""
"intermediate_cert_badOCSP","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","intermediate certificate(s) is/are ok","",""
"heartbleed","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","not applicable, not HTTP","CVE-2016-9244","CWE-200"
"ROBOT","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","not vulnerable, no RSA key transport cipher","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","supported","","CWE-310"
"secure_client_renego","autoentrepreneur.urssaf.fr/193.178.136.237","443","MEDIUM","VULNERABLE, potential DoS threat","CVE-2011-1473","CWE-310"
"CRIME_TLS","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","not vulnerable (not using HTTP anyway)","CVE-2012-4929","CWE-310"
"POODLE_SSL","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://search.censys.io/search?resource=hosts&virtual_hosts=INCLUDE&q=B47D605A1B931EAA6F0DB8726B8A7330EB8381FFF33483D2FDC18CACDDE2D1BC","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM-common_primes","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","RFC7919/ffdhe2048","CVE-2015-4000","CWE-310"
"LOGJAM","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"BEAST","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","autoentrepreneur.urssaf.fr/193.178.136.237","443","LOW","potentially vulnerable, uses obsolete TLS CBC ciphers","CVE-2013-0169","CWE-310"
"winshock","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","autoentrepreneur.urssaf.fr/193.178.136.237","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_70","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-android_81","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-android_90","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_X","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_11_12","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_13_14","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_15","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-chrome_101_win10","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-chromium_137_win11","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-firefox_100_win10","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-firefox_137_win11","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-ie_8_win7","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.2 ECDHE-RSA-AES256-SHA384","",""
"clientsimulation-ie_11_win81","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.2 ECDHE-RSA-AES256-SHA384","",""
"clientsimulation-ie_11_winphone81","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","No connection","",""
"clientsimulation-ie_11_win10","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-edge_15_win10","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-edge_101_win10_21h2","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-edge_133_win11_23h2","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_184_ios_184","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_154_osx_1231","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_184_osx_154","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java_7u25","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","No connection","",""
"clientsimulation-java_80442","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java_1102","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java_1703","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java_2106","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-go_1178","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-libressl_336","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-openssl_102e","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-openssl_111d","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-openssl_315","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-openssl_350","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-apple_mail_16_0","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-thunderbird_91_9","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"rating_spec","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","SSL Labs's 'SSL Server Rating Guide' (version 2009r from 2025-05-16)","",""
"rating_doc","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","https://github.com/ssllabs/research/wiki/SSL-Server-Rating-Guide","",""
"protocol_support_score","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","100","",""
"protocol_support_score_weighted","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","30","",""
"key_exchange_score","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","90","",""
"key_exchange_score_weighted","autoentrepreneur.urssaf.fr/193.178.136.237","443","INFO","27","",""
